episode_index,split,benchmark_task_id,dataset_task_index,length,shard_file,shard_bytes,shard_sha256,decoded_pixels_sha256,source_data_file,camera1_video_file,camera2_video_file
1271,train,5,32,101,outputs/wm/stage13_full_feature_cache/shards/episode_001271.safetensors,2491461,0a73b71d847aba545619d25518e0d2bc252004013ddddd937b88434b94f15967,d440734314801cd3b252e26158181099ac620715da45aa467064edbd5a85168d,data/chunk-000/file-309.parquet,videos/observation.images.image/chunk-000/file-027.mp4,videos/observation.images.image2/chunk-000/file-027.mp4
1272,train,0,34,84,outputs/wm/stage13_full_feature_cache/shards/episode_001272.safetensors,2072300,1258ac668f69fcad1f257a8837c416e26054b7f28c5748eb35310377de7470ed,2a96357435cb7f2b8b87fddddf1c46e6bdd5516f536763c6ad69513157788573,data/chunk-000/file-309.parquet,videos/observation.images.image/chunk-000/file-027.mp4,videos/observation.images.image2/chunk-000/file-027.mp4
1273,train,0,34,85,outputs/wm/stage13_full_feature_cache/shards/episode_001273.safetensors,2096957,afbe62c6c2ac438a96dc69368e1c143134e15518e73626f745c0d4def2a4ed01,655e58bf3aece7c3db839698c7596225d7a7e3018f5fb79f92b1a3b98147068d,data/chunk-000/file-310.parquet,videos/observation.images.image/chunk-000/file-027.mp4,videos/observation.images.image2/chunk-000/file-027.mp4
1275,train,0,34,128,outputs/wm/stage13_full_feature_cache/shards/episode_001275.safetensors,3157224,9ddd7b623070c7237c551e270fff0253a707e600080fb04dd5944154e5fc1c13,6d9a36865e20559cad282f925f4854183f8ada1ceb381fb6fcfdd691bd0f876e,data/chunk-000/file-310.parquet,videos/observation.images.image/chunk-000/file-027.mp4,videos/observation.images.image2/chunk-000/file-027.mp4
1276,train,4,31,140,outputs/wm/stage13_full_feature_cache/shards/episode_001276.safetensors,3453116,4e32c8bfdd5a18aea4139688bed9538293912fc82d012f7975912ceefac9b657,2b615faa2e59e38535c2ac09c6004424a873460498b056d44865769a2da323ff,data/chunk-000/file-310.parquet,videos/observation.images.image/chunk-000/file-027.mp4,videos/observation.images.image2/chunk-000/file-027.mp4
1277,validation,6,30,111,outputs/wm/stage13_full_feature_cache/shards/episode_001277.safetensors,2738047,ac4385bdb333b5dc7022805a1341d0d29f896fc482b5d9d97dba7f8f69145d61,d1c70c107e2ba9d84a884163063f02ad0c525a5ea3281cb6c150a8ab53582320,data/chunk-000/file-310.parquet,videos/observation.images.image/chunk-000/file-027.mp4,videos/observation.images.image2/chunk-000/file-027.mp4
1278,train,3,35,101,outputs/wm/stage13_full_feature_cache/shards/episode_001278.safetensors,2491461,3f826bb665c2d81a1f49106bc58ea5c52efac695d1a91ef7d5bd043d883018e3,f5db440fd3fd2d740d068120c03fde7383212aec77e4086edefc30556a207acb,data/chunk-000/file-310.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1280,validation,8,36,107,outputs/wm/stage13_full_feature_cache/shards/episode_001280.safetensors,2639411,08a86194e52495f22c3386df1dc2aae4a7a3201cb76048d5515ad58c8c25b7da,44fdd44306626a4d8ed332952da53a04297d4a5186c0bf5869dcad0e71ee87f6,data/chunk-000/file-311.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1281,train,1,37,112,outputs/wm/stage13_full_feature_cache/shards/episode_001281.safetensors,2762696,35cee1738d5eca42bfc6bd20696ef278206f40e248c325d6a5668b6035dfb5f7,b762660b969e08ccec8a3ae850d313f2f2272950c91875736a02e4079e340ecd,data/chunk-000/file-311.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1282,train,0,34,84,outputs/wm/stage13_full_feature_cache/shards/episode_001282.safetensors,2072300,329fd407576d1237cd7adb460d675a3afb212ab72214d549ec17545e065d10a4,da789d669f54b80e5018a17c129cbcbda3c6b1a84ec46ad27897ba5ecb343275,data/chunk-000/file-311.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1283,train,2,38,135,outputs/wm/stage13_full_feature_cache/shards/episode_001283.safetensors,3329807,834219e93bdd52c0e9edd15fc9a9c2660366e8448be5c994265a914534f9ea18,80b65b1c0e583bb5337aea63271da885fab9b9b42e77ae056141ddab5ba63845,data/chunk-000/file-311.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1285,train,8,36,125,outputs/wm/stage13_full_feature_cache/shards/episode_001285.safetensors,3083237,2b01545e8725d60384444ba8d3b0ac06c362d580bc8e35546ff01083a6315b21,590b32660f71234cde90bae1e6f3f7fb182b508115ff197a01a8a4610d128004,data/chunk-000/file-311.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1286,train,1,37,132,outputs/wm/stage13_full_feature_cache/shards/episode_001286.safetensors,3255836,fa49e497b38f078e4357cf1d0b730da7f8bd918e65c6cec5fc3ed7381271d9b3,d4cb3d9192af8b085694724df9aa023bc7f0802472e4e739630656dc7cb2d0ee,data/chunk-000/file-312.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1287,train,2,38,100,outputs/wm/stage13_full_feature_cache/shards/episode_001287.safetensors,2466804,975a2b3b98c395f128e10efebc035cfea4296d31591f0f2268466ff5b22f913f,42625a6e0ebcd0c2586e1b94337af43821c06a9def3fa2d084cfee220b16c632,data/chunk-000/file-312.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1289,train,2,38,120,outputs/wm/stage13_full_feature_cache/shards/episode_001289.safetensors,2959944,1264e5719ee814fa5a210df182365cdc4c779e638741a06885d617a4ede5ba0e,36de95049473cb611fa952d8dc9c8c59ee9a01b12de7211235638973c9dd9114,data/chunk-000/file-312.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1290,train,9,39,164,outputs/wm/stage13_full_feature_cache/shards/episode_001290.safetensors,4044868,3cd0552f776224242d02e3da2beb4f1541bb99595b20b38b9a514c2f594b4fc7,4297d6d251602bace16e5192bf027121b61169b6eb4ef95b63a2fc1f96fcdc27,data/chunk-000/file-312.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1291,train,6,30,125,outputs/wm/stage13_full_feature_cache/shards/episode_001291.safetensors,3083245,7a34edcf22f4483685735bd53c9b7ff618dd7b222ec66e59cba07352f2b24523,689790940fdb41f1c9c3569bc02ecc5fc1243f356ca9da0c0989da806045fc47,data/chunk-000/file-312.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1292,train,6,30,157,outputs/wm/stage13_full_feature_cache/shards/episode_001292.safetensors,3872269,e9f30cdda18770639d4e53ba115075e3f562e6d59ca4e0b3618556c352d3cebc,4050a6463f5e384977e800b9cd7f107830edc6eae7f2e2cb97b6e7289d80b3f8,data/chunk-000/file-313.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1293,train,8,36,121,outputs/wm/stage13_full_feature_cache/shards/episode_001293.safetensors,2984601,995755fc6b1df87b8fac631196b2d73ad1719b7c61a2ea6ea198a53fec2e2876,3c0f9e7844501507887e56c77859cb43cd3f203ededa33c0d99110e1e73534eb,data/chunk-000/file-313.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1294,train,1,37,120,outputs/wm/stage13_full_feature_cache/shards/episode_001294.safetensors,2959952,f7595d4b4d486dc6976303dc4cff828b401a549c6daafc2eda445c1b8b5385cd,4c0afc2698715e483a72bff7fa1180080a1566625b4e698a097643eb8df3421e,data/chunk-000/file-313.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1295,train,9,39,137,outputs/wm/stage13_full_feature_cache/shards/episode_001295.safetensors,3379129,d3ff3f03b0e758c3985f07685cfd61fc311197be3bed3736ccb5fa609022e05f,fdf4557e486384121d3914be7c4556d9ccaf6bcba9edcade4f77db76e3d2195c,data/chunk-000/file-313.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1298,train,4,31,131,outputs/wm/stage13_full_feature_cache/shards/episode_001298.safetensors,3231203,2b8c630f2baab4fa118705b95bb53c47d6845292dcf7513220083370cf17cc25,ed59aef02c6c7b7630deb6a03f388cd94afc82591fd47b1cf41a9568d9205e52,data/chunk-000/file-314.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1299,train,2,38,121,outputs/wm/stage13_full_feature_cache/shards/episode_001299.safetensors,2984601,e45fcc10939a988915c51cf077a543cc0f3302af4c5cd09b4b6dfbb97502f0f8,bc9d088b8d6f97d90a31cd48fba3efa5ecb818490849b0c5c64f3caccba027e0,data/chunk-000/file-314.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1300,train,0,34,102,outputs/wm/stage13_full_feature_cache/shards/episode_001300.safetensors,2516134,c37e3363cbeb7de6c612050a32eb683fdac97f0b674054c0d2e28aa7be893ef7,5f9a3eafa54e95282ba890ea2699c365d3dccfd19818ff3add3cabde0732e8a2,data/chunk-000/file-314.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1301,train,6,30,141,outputs/wm/stage13_full_feature_cache/shards/episode_001301.safetensors,3477757,3deacdf33a0c8b63d10ad623185b4ccf7dc8ade36b8da6555e01d9c16c83566d,9b36dbcc1a5b7304d8cb1e701555b5bb7eaf1e470126504141d8f7ac6e08d4da,data/chunk-000/file-314.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1302,train,4,31,156,outputs/wm/stage13_full_feature_cache/shards/episode_001302.safetensors,3847628,da842a761abc497604f27fe2b8175b09325a5cdb0dc033715f60cc30c14cb65e,bf5bf8d4c8850f7d75bc1b41e6d496d8cb08ed1b7c4300e1c1cb73560dda1792,data/chunk-000/file-314.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1304,validation,6,30,113,outputs/wm/stage13_full_feature_cache/shards/episode_001304.safetensors,2787361,58bb626f6b686a0fa994af93217be3aafaccc27a4effe2f06aee724a41aeba41,eb6c8b1bd450097ba03b149ab7287948e0f6ea88045c4246c3c1242425c1901d,data/chunk-000/file-315.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1305,validation,1,37,143,outputs/wm/stage13_full_feature_cache/shards/episode_001305.safetensors,3527071,c7643337ffc5d671c5e08e17a33bd69a80dfb10c94e361bd22329392244101e8,2196542a2a4101a2f52ddecca69a369d47981766a9d53c569bf268ec72b8ac85,data/chunk-000/file-315.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1306,train,9,39,132,outputs/wm/stage13_full_feature_cache/shards/episode_001306.safetensors,3255844,611d249346d40c4e8152107132ac733a9c42cffc7416baf88bbf4a88e96f06f4,12693baf92f5aaaedf5a391668c0bc833c9f532c4ac858ec9858524e4d04616e,data/chunk-000/file-315.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1307,validation,8,36,138,outputs/wm/stage13_full_feature_cache/shards/episode_001307.safetensors,3403786,9b7a27122e265b1f304390776698af5b313efae0d5557b178e5d076a56299521,930f665d615aaed36ed026858f15a53ed21214ab01142ee3fa69d8926d276549,data/chunk-000/file-315.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1308,train,7,33,142,outputs/wm/stage13_full_feature_cache/shards/episode_001308.safetensors,3502406,01033fb4887f58e1ffe9b7f12512aa0ffe03511c3b7a4b4fa3688bdb84e2dafa,43890d82ccd0e234e518364eb6350e95216d9eae5d10602b1c4d9f84761df806,data/chunk-000/file-315.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1309,train,6,30,115,outputs/wm/stage13_full_feature_cache/shards/episode_001309.safetensors,2836667,956fb999682c8fffeb58d6cee976fd92d1569d14029ab7ae915125e5ec6ec6e3,5906b9cc450614969838f844a7d02b91796b5a60311a1e78cc9c6c5ccf4aa19b,data/chunk-000/file-315.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1310,train,2,38,111,outputs/wm/stage13_full_feature_cache/shards/episode_001310.safetensors,2738031,6d9c0be39d0a4cdb69f12399d6c9dd79a33fe00bbbeedea9b72ac552cda0f803,9677c9c222360e7765129a206a6b5a6b16d3f45b2533f4b5d7e85e38232ead38,data/chunk-000/file-316.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1313,train,5,32,113,outputs/wm/stage13_full_feature_cache/shards/episode_001313.safetensors,2787345,808fa3d9d7c73180606c4114237d6e0716b5312e169121d265f3b5a53ee7af77,b379da31cb68c92220b472068e26d548ea5e0ffc0f72ac5c1bcd3f4cb85b0a1f,data/chunk-000/file-316.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1314,train,6,30,117,outputs/wm/stage13_full_feature_cache/shards/episode_001314.safetensors,2885981,fe32e59bfb1569c47e6584c09e06f7df319bbee1386d82938a2815732902e0ae,a42612e0cade2deadcc57679149ec0ddfa9954c1de31a0abeaf96dcf5b463cb4,data/chunk-000/file-316.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1315,train,2,38,106,outputs/wm/stage13_full_feature_cache/shards/episode_001315.safetensors,2614746,e8ad38fe74e2c7fbb027c09638e397afacc330d3aa637ae95413185a281bea95,13070e66c713346c51e3be0731ab63fd8ec9b7a1b46f18aa62e6e247e0886b67,data/chunk-000/file-316.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1316,train,2,38,103,outputs/wm/stage13_full_feature_cache/shards/episode_001316.safetensors,2540775,124ab287e7e5b81afadfceb777c6d8fe3fb0bfd74d923b371693f8c84ee4e3fd,a8d665e8b510a399d2d82b69324685d4563aa625383aa850afdbe70c8c7594ec,data/chunk-000/file-316.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1317,train,2,38,114,outputs/wm/stage13_full_feature_cache/shards/episode_001317.safetensors,2812002,b92d323fb5422e62b52f452cc204243a885f2a3014890898dddcfe62a3c5f8b5,fcae59e43130e08fadff0cb8b930c0610a01315bf9699fb5af1815f9d5fef245,data/chunk-000/file-317.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1318,train,1,37,135,outputs/wm/stage13_full_feature_cache/shards/episode_001318.safetensors,3329807,69a3e70798dddf7a2d33262c2f6c70c2231ffc14762e4b196607764e043a46b4,6032a29fb67bf241756adf58a873eebb862f77660129cc319821f9155f8362c9,data/chunk-000/file-317.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1319,train,3,35,102,outputs/wm/stage13_full_feature_cache/shards/episode_001319.safetensors,2516118,2d5463e6924d14565a97f5227af278d7e88a068b42f8013025740d892a77716d,f89c5578b4c1ed592344bea31f99b39ff51bb3a2905227a619a7802539e2d2e4,data/chunk-000/file-317.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1320,train,2,38,123,outputs/wm/stage13_full_feature_cache/shards/episode_001320.safetensors,3033915,d47d2ff6f89a1198484b394f24fd755d5af89c11b7be8891d4000da5beea4c52,fd9901791acd6c2ef263e50d0370b824fbad8d99ff7252fe19ed2b77e5f56413,data/chunk-000/file-317.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1321,train,3,35,111,outputs/wm/stage13_full_feature_cache/shards/episode_001321.safetensors,2738031,cde967b54c0eff5d85430a30f4168079234882c806a076e8ad3e20e2ac5c5eef,df77a911f7f224e826ace8ce2cbc681dafaacd8da4d2ebaa2234967d02a2b0d0,data/chunk-000/file-317.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1322,train,1,37,120,outputs/wm/stage13_full_feature_cache/shards/episode_001322.safetensors,2959952,d8ac0e81dc31547f13af8374b0094645f3f085d1235e61a7ba90fdf1a5aabe96,9495428e6c8600d55051ea5ade9518294c7eaefc29b04a34175395f8b0b12c1f,data/chunk-000/file-317.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1324,train,3,35,99,outputs/wm/stage13_full_feature_cache/shards/episode_001324.safetensors,2442139,4e661f93b4870710733299f13a7e87a1b7e4a4542778781c345054a956fe0ecc,c50e421bdcd906afab32550e70fde5443cd2243a333b0ecf86d0ad29072f8be7,data/chunk-000/file-318.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1325,train,7,33,135,outputs/wm/stage13_full_feature_cache/shards/episode_001325.safetensors,3329807,e6a6e50ae2a4478bdfb3ad3c1a3dea8274771ed6de821293dffe52554d9131d7,003c3d37466246d50f85af45a587700795ed2ef4dd9248a14c880c4e8cb3e749,data/chunk-000/file-318.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1326,train,9,39,144,outputs/wm/stage13_full_feature_cache/shards/episode_001326.safetensors,3551728,90f176f1784a7ad2e6014d0418e8d46539929f542eb0bc88af4fd27f7da59a82,19b2a7b0949e4d87347af936e410f6186f7dd0bd17c77f6b426fb83e9348b1ef,data/chunk-000/file-318.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1327,train,0,34,124,outputs/wm/stage13_full_feature_cache/shards/episode_001327.safetensors,3058588,d8935eef90b97307d06709ab490b61bf435f33cbd780e85aa2b9b5e18ab63f25,f0375eae3e5936fab87e69ba6a176c8ff16570d6c5953fc33ee7ac32cbac473e,data/chunk-000/file-318.parquet,videos/observation.images.image/chunk-000/file-028.mp4,videos/observation.images.image2/chunk-000/file-028.mp4
1328,train,3,35,111,outputs/wm/stage13_full_feature_cache/shards/episode_001328.safetensors,2738031,c598bca7d0479e8c2f9aa66d7521f04baecd3a82d48057105e62edfaedb0fe91,1b27d56a8e19ccded572bf91c7f20681c99dcf8c0a9269411016ff21f53e1f23,data/chunk-000/file-318.parquet,videos/observation.images.image/chunk-000/file-029.mp4,videos/observation.images.image2/chunk-000/file-029.mp4
1329,train,6,30,124,outputs/wm/stage13_full_feature_cache/shards/episode_001329.safetensors,3058580,eaeaab69294d99e1afedfe84c221b85f3aa8777334094dd392c701ac7e478f40,c759fbfd220c752c186c887e163c6473145bfe710a0970a376d2c9110f00f9be,data/chunk-000/file-318.parquet,videos/observation.images.image/chunk-000/file-029.mp4,videos/observation.images.image2/chunk-000/file-029.mp4
1330,train,0,34,168,outputs/wm/stage13_full_feature_cache/shards/episode_001330.safetensors,4143504,02b61c38a489966ee67df6153d542f314c9c5b3483fd8e19a70db9fa9631cd47,652ea857a03318eb602e57b333d3f4d79ede5d57203294ee3e70dadbdd9e72f7,data/chunk-000/file-319.parquet,videos/observation.images.image/chunk-000/file-029.mp4,videos/observation.images.image2/chunk-000/file-029.mp4
1331,train,1,37,137,outputs/wm/stage13_full_feature_cache/shards/episode_001331.safetensors,3379121,09c028ebd4b76e3f4bc3deb51055e0e57dab320e9732ab76976f41b0f76256a7,dfbb5a04c8266003d2e3975db6acc87d71c314ec246cabd810d47cdfa22e809b,data/chunk-000/file-319.parquet,videos/observation.images.image/chunk-000/file-029.mp4,videos/observation.images.image2/chunk-000/file-029.mp4
1332,train,8,36,125,outputs/wm/stage13_full_feature_cache/shards/episode_001332.safetensors,3083237,8a07c5c53900be79a1dda8064e40988437df5975e0b61b1c2aa66fa3a9f0b5f8,f6d2a87203ce7cc48967defeeb1a94a0caa3acb8f1ae4a63da9fd30e1e0c2fcb,data/chunk-000/file-319.parquet,videos/observation.images.image/chunk-000/file-029.mp4,videos/observation.images.image2/chunk-000/file-029.mp4
1333,train,6,30,141,outputs/wm/stage13_full_feature_cache/shards/episode_001333.safetensors,3477757,d2f2f23c2dd56eff20b06eb8f244c2d090610153942223fd237a756ce19b474a,2fa3b332b1e47ce85dc8a253fb855bb3cea2901a7ec5f39b148c096b3da23b69,data/chunk-000/file-319.parquet,videos/observation.images.image/chunk-000/file-029.mp4,videos/observation.images.image2/chunk-000/file-029.mp4
1335,train,9,39,117,outputs/wm/stage13_full_feature_cache/shards/episode_001335.safetensors,2885981,62b4a7b70889fa363de8f020fe58438a88fe56de391fa51491a37f939fbce6a0,442e792fe0615159a5fc9fe72efadc1b9c1e09a33ce61710f7cf17303a4a1999,data/chunk-000/file-319.parquet,videos/observation.images.image/chunk-000/file-029.mp4,videos/observation.images.image2/chunk-000/file-029.mp4
1336,train,6,30,135,outputs/wm/stage13_full_feature_cache/shards/episode_001336.safetensors,3329815,13adb76dc4cc6820229b5360096f8d52bca06bdc235c736595bda05ad972c2aa,51cf942c2757fe78a5b2508133a25e77d6f082adafbd8f63e568730fdfddf254,data/chunk-000/file-320.parquet,videos/observation.images.image/chunk-000/file-029.mp4,videos/observation.images.image2/chunk-000/file-029.mp4
1337,train,6,30,133,outputs/wm/stage13_full_feature_cache/shards/episode_001337.safetensors,3280501,885bd5ba020d976ca0c08ed1e6c9f0b521d159c2675ae975daa32274650176cd,7b285152a2b3929dd80fae541bd3b50c6ab96d5e77bcc002967d1f570466a586,data/chunk-000/file-320.parquet,videos/observation.images.image/chunk-000/file-029.mp4,videos/observation.images.image2/chunk-000/file-029.mp4
1338,train,6,30,125,outputs/wm/stage13_full_feature_cache/shards/episode_001338.safetensors,3083245,7a6a7540dd12196c657bc31106aa11149324debc2f92124ec2b413f3c44b6d4c,0a390b4c376de2965fb9a971c564528c787b302823178e26a3d59b141ecd36e8,data/chunk-000/file-320.parquet,videos/observation.images.image/chunk-000/file-029.mp4,videos/observation.images.image2/chunk-000/file-029.mp4
1339,train,4,31,165,outputs/wm/stage13_full_feature_cache/shards/episode_001339.safetensors,4069541,688ca52b3d6a5f1bc3a0a1bfb4edc17f851caa2b5691d59a26e50c6ed544a37f,8fba2df7c894cba58b42cee87ea7e2c72972778af7daddcace525e3f85e0bafa,data/chunk-000/file-320.parquet,videos/observation.images.image/chunk-000/file-029.mp4,videos/observation.images.image2/chunk-000/file-029.mp4
1340,train,6,30,122,outputs/wm/stage13_full_feature_cache/shards/episode_001340.safetensors,3009266,40eb2938016914be99b4760ace59ed4a3614364d77db7d5486284a36d9a54fc2,53e43de9ac76533f864cd3d835c3bb8b123f7e08d2e3503b98f4f4df17d8a256,data/chunk-000/file-320.parquet,videos/observation.images.image/chunk-000/file-029.mp4,videos/observation.images.image2/chunk-000/file-029.mp4
