sample_index,split,benchmark_task_id,dataset_task_index,episode_index,frame_index,episode_timestamp_seconds,camera1_video_file,camera1_query_timestamp_seconds,camera1_pixel_sha256,camera2_video_file,camera2_query_timestamp_seconds,camera2_pixel_sha256
19,train,4,31,1474,157,15.699999809265137,videos/observation.images.image/chunk-000/file-031.mp4,581.6999998092651,ca5e0958db48c173ee4b5647540750240762ecf248c5d1ff41a61707484c691c,videos/observation.images.image2/chunk-000/file-031.mp4,581.6999998092651,5ead2730e171cf875b2c7f3d96848b79aa194246fc3d7623ba3330cec005c750
20,train,5,32,1524,0,0.0,videos/observation.images.image/chunk-000/file-032.mp4,552.8,6b7521bdd9879ddd1fed667505e7eb8d49c0c09ce5b741e597c080770900d429,videos/observation.images.image2/chunk-000/file-032.mp4,552.8,8f00dd545a0195544da5aa2bed184b58c2fce1f72a081977667c03e487c3c6f8
21,train,5,32,1524,41,4.099999904632568,videos/observation.images.image/chunk-000/file-032.mp4,556.8999999046325,8638c8e630d30aaef9e64d60339f2f2bfc2deb4f2d99edabda07c18d6455c286,videos/observation.images.image2/chunk-000/file-032.mp4,556.8999999046325,c93b1e2d9505f07bcd4fd334fe72e2377f12cf4497a3177ce49c2793cbbab5e3
22,train,5,32,1524,81,8.100000381469727,videos/observation.images.image/chunk-000/file-032.mp4,560.9000003814697,de9c1edc7a7644e4433d5e228dd3a6d92fef9faa0deeb1cdc882c8ca97e07638,videos/observation.images.image2/chunk-000/file-032.mp4,560.9000003814697,028c082a3870554500cc6ee952e8e6c7cf2094409d019f251e2ed308718ff2d2
23,train,5,32,1524,122,12.199999809265137,videos/observation.images.image/chunk-000/file-032.mp4,564.9999998092651,e1e9a5db1cfb733e132d9e1b27ecfe403bf432476fa762184a166ad60dbf2448,videos/observation.images.image2/chunk-000/file-032.mp4,564.9999998092651,f7e426a7aa63528fb5dbf74e070df4af8924a6ed515dc23f15e5ea51dcc3b782
24,train,6,30,1564,0,0.0,videos/observation.images.image/chunk-000/file-033.mp4,440.3000000000001,6d8e805792b89ef2ea6cb1999dda1233b5b2e9eca2109d957db859c6c92af95a,videos/observation.images.image2/chunk-000/file-033.mp4,440.3000000000001,0acfa745dfa1abdeb4a56ebf5d93a5537f877070fd0b98f612a8498712819731
25,train,6,30,1564,38,3.799999952316284,videos/observation.images.image/chunk-000/file-033.mp4,444.0999999523164,c9fb76045ac4d50f8a6665de1e62af1e987678acff3e322bfd3dbefd7cff3181,videos/observation.images.image2/chunk-000/file-033.mp4,444.0999999523164,68a728090329d61c236be3cd42df7b0ea9724bf653fb4af72f7f63e647d4ac65
26,train,6,30,1564,75,7.5,videos/observation.images.image/chunk-000/file-033.mp4,447.8000000000001,37d01eb53c1555a11969273fcb1b5cd29cab1ce91a78f40b03e87fa9837fd8b6,videos/observation.images.image2/chunk-000/file-033.mp4,447.8000000000001,917e45fedba4aee16b0578a742c9cf129e44bc20f5315dc29b800d0aadec62a7
27,train,6,30,1564,113,11.300000190734863,videos/observation.images.image/chunk-000/file-033.mp4,451.600000190735,03590d4ef83d0302ee242c406a76490d34474c1b9289920bf568e196429acd87,videos/observation.images.image2/chunk-000/file-033.mp4,451.600000190735,43362b3d42aa99dfdad2c0d542328b23c88ed28d7796c8bc38eee6da991cb39e
28,train,7,33,1389,0,0.0,videos/observation.images.image/chunk-000/file-030.mp4,123.79999999999998,e116bb2c91e99ca5400b2d45d58a39d281af1341fd53c9265bd389718f15a967,videos/observation.images.image2/chunk-000/file-030.mp4,123.79999999999998,d72852f3472109373272156d064ee919e3a1ec9717f38c0d538313d8c44d62dc
29,train,7,33,1389,45,4.5,videos/observation.images.image/chunk-000/file-030.mp4,128.29999999999998,1a47395740eeff4e912c76f354a9e283bb6a498ecdd018867c326ebc396081ae,videos/observation.images.image2/chunk-000/file-030.mp4,128.29999999999998,fe863f11632879085322396426f8a379397dff09c1fca749f55581cf78ea72a3
30,train,7,33,1389,90,9.0,videos/observation.images.image/chunk-000/file-030.mp4,132.79999999999998,8a81ddbc7cbf3ebfb2b8c595e7a171a4ac0a7e218bfa588d1e0b9b8c8423915c,videos/observation.images.image2/chunk-000/file-030.mp4,132.79999999999998,1f735606449c3833c098356c7ef6137dd8295090343e75d349721a6d1b13a72e
31,train,7,33,1389,135,13.5,videos/observation.images.image/chunk-000/file-030.mp4,137.29999999999998,fe7cd65fb2d6b0848c29d522f38da960802debb41dc26334ac93dbf5e3e3e311,videos/observation.images.image2/chunk-000/file-030.mp4,137.29999999999998,2f945be355f2d4c2495e1c43fb3862b9dccc99854e84634476ed4839c5c822b5
32,train,8,36,1547,0,0.0,videos/observation.images.image/chunk-000/file-033.mp4,240.1,f8d8f782d634fe4be99ddd7c67662a260c23a5ca220f663cb58250a51e404dfb,videos/observation.images.image2/chunk-000/file-033.mp4,240.1,b951441fb7dc3dce1e3cfb7961d45650051bd8815feb642e243b91f4eb5353bd
33,train,8,36,1547,34,3.4000000953674316,videos/observation.images.image/chunk-000/file-033.mp4,243.50000009536743,bdf4a409ea54b2a6b847e03f48f360e20a9bb1f01352aeea63cdbaf98d5da36b,videos/observation.images.image2/chunk-000/file-033.mp4,243.50000009536743,74da0c213964941154a8077310ac84db22b935cc36cdf39659076a51c808e0d6
34,train,8,36,1547,69,6.900000095367432,videos/observation.images.image/chunk-000/file-033.mp4,247.00000009536743,e172bc0c2186c59d233258fb2a86c52702fd20ec50355268b0cb04b0e618c2f2,videos/observation.images.image2/chunk-000/file-033.mp4,247.00000009536743,d79bd85e61b59499573c0c2c56c7e37c409015adee0077a4b45928d4d9384562
35,train,8,36,1547,103,10.300000190734863,videos/observation.images.image/chunk-000/file-033.mp4,250.40000019073486,d56bde3b9e6be8303664a1d8e99362cf8ffe8a6890634874aa59a794e6e838db,videos/observation.images.image2/chunk-000/file-033.mp4,250.40000019073486,80c9c1b85f2a17c884dfa3249c7ca8ef938d6bbf53ca9ddafc18c67b11e021bc
36,train,9,39,1477,0,0.0,videos/observation.images.image/chunk-000/file-031.mp4,605.4,e34890013f7509689e7a3d442b928d7d461bfc70ec7dceaa404b2e1dc158aeea,videos/observation.images.image2/chunk-000/file-031.mp4,605.4,81d2e4ef85e8959d787ec9fad0c9fa1a1a6a4efa08b432bc50f25c2a0db3637c
37,train,9,39,1477,43,4.300000190734863,videos/observation.images.image/chunk-000/file-031.mp4,609.7000001907348,e23614b0ad4bc7d31cb2b4312e7b8e592b6e413c23f258a813476e36af349421,videos/observation.images.image2/chunk-000/file-031.mp4,609.7000001907348,8afa1e8ec5414ffe8e7c8afc98ee4659cc0504d2bd73bccce5e6dab086c7c5b2
38,train,9,39,1477,87,8.699999809265137,videos/observation.images.image/chunk-000/file-031.mp4,614.0999998092651,4674cf7055d435b9512730af7d6e88284680c70b90e9e53aa3dfa95b141ba8d0,videos/observation.images.image2/chunk-000/file-031.mp4,614.0999998092651,e817d3237a58f98ac98f925d5896907c7a7a79cd9c64798dd2eb6e0ab2933659
39,train,9,39,1477,130,13.0,videos/observation.images.image/chunk-000/file-031.mp4,618.4,fb45b1f06870ba964bbdadff4d9985d2dc1e35a1d2fc63c4c0a68747aef0f662,videos/observation.images.image2/chunk-000/file-031.mp4,618.4,63b7ba295b00bfcbfa4c4ad4edb6b05026834fed701ab2d011e3e3a42d59f2ea
40,validation,0,34,1395,0,0.0,videos/observation.images.image/chunk-000/file-030.mp4,199.39999999999998,6b03a6348ea75501b16ada6475955f006ac868fa433a8f187993adc8901b11a8,videos/observation.images.image2/chunk-000/file-030.mp4,199.39999999999998,d55a544c5d532e6aeed2c898260c72d879377cd5cbacd92ff379327b48120c59
41,validation,0,34,1395,29,2.9000000953674316,videos/observation.images.image/chunk-000/file-030.mp4,202.3000000953674,7f46a51069037f57dadf12470f77ce6ccc03f45668b56d222b7adb8f092ca6e2,videos/observation.images.image2/chunk-000/file-030.mp4,202.3000000953674,87cae1e8630ac2ce82fbd20a4c2a597e75272a0246fcd24679ea805e4eac986c
42,validation,0,34,1395,57,5.699999809265137,videos/observation.images.image/chunk-000/file-030.mp4,205.0999998092651,3bd7c1e929c1289f0ec5a92ff9d436bf2bd8e7fe82f7dcce86d60fe3b42f1b07,videos/observation.images.image2/chunk-000/file-030.mp4,205.0999998092651,92d5e2005e4bcdb9c20f57e74c79a1b66eae5940d3e3e2095f70e216dcb0ce54
43,validation,0,34,1395,86,8.600000381469727,videos/observation.images.image/chunk-000/file-030.mp4,208.0000003814697,2e612b90a469eeb3ed723a49afd6f3465612e87d2a8ff962e034094d41ee6248,videos/observation.images.image2/chunk-000/file-030.mp4,208.0000003814697,80f7636947f350ef9b3da51f0e83c39223396f469b5e16a80ed8b3ddcda49cd0
44,validation,1,37,1305,0,0.0,videos/observation.images.image/chunk-000/file-028.mp4,330.5,d93b4f3d6f320efde50ae170efa23826cb9541aa90adab47f72d98106a8d53d7,videos/observation.images.image2/chunk-000/file-028.mp4,330.5,5b114d1849626046c272e217281b8922a887cfb8c8295f9268229db035d14fbe
45,validation,1,37,1305,47,4.699999809265137,videos/observation.images.image/chunk-000/file-028.mp4,335.19999980926514,07ceb099a0c724ec0e69a9c82c596cfeaeb99294241f6216134e0770ccca0a6e,videos/observation.images.image2/chunk-000/file-028.mp4,335.19999980926514,d2395cdfa0841a7357c3e2d529770bb3e156c7974856de75ce922b55bc0f1af1
46,validation,1,37,1305,95,9.5,videos/observation.images.image/chunk-000/file-028.mp4,340.0,ab037bcf9def7b37e37fb6b693b1092d4d3a5075e04cabe4df0369b8498e7b8e,videos/observation.images.image2/chunk-000/file-028.mp4,340.0,b8af7ae7b46badb087449992246178cefdf7a686be948ceee308cbed5f049162
47,validation,1,37,1305,142,14.199999809265137,videos/observation.images.image/chunk-000/file-028.mp4,344.69999980926514,485c52239c800c1128f0e62426043f7c42fcc2a770d5a6b29a35fc017821caa8,videos/observation.images.image2/chunk-000/file-028.mp4,344.69999980926514,9583295a62fa0729b00c0bdb406f31399d03c0884e2efc9a9d83ca92da4b9dd1
48,validation,2,38,1545,0,0.0,videos/observation.images.image/chunk-000/file-033.mp4,212.2,10b6cf72293341d59bccb6d2cdc9a2353819a26767b6f5f2ea320b61be2d6b29,videos/observation.images.image2/chunk-000/file-033.mp4,212.2,6279aa6540c6f536066c91108fafd009f8dd66a389791660b08fd6e99bd0586f
49,validation,2,38,1545,35,3.5,videos/observation.images.image/chunk-000/file-033.mp4,215.7,0629d5ccb1e0c6223f18b206f1c0528c9abf84a065a151e082f34235c33b514e,videos/observation.images.image2/chunk-000/file-033.mp4,215.7,32ded625999940e8d8f1755f5cbb0a90eee7218f0fc5b8b5c71e150d97d0a9d1
50,validation,2,38,1545,70,7.0,videos/observation.images.image/chunk-000/file-033.mp4,219.2,2d5f2283d0a114cc29cacfc4be476dc6233100bd5e246b19d037d2cc781725aa,videos/observation.images.image2/chunk-000/file-033.mp4,219.2,ee72f557d9d554893bd72dfaa6107ad2facd19466ccb2bf854f541c094421a87
51,validation,2,38,1545,105,10.5,videos/observation.images.image/chunk-000/file-033.mp4,222.7,fe592ca48260b3ed71b91fe2ba18a4d92d8c543d6912ca002704e79da8c7bf62,videos/observation.images.image2/chunk-000/file-033.mp4,222.7,5214c35f84751eeeeb3574124b6c194683922c85fa2c04c070785f63481e8c74
52,validation,3,35,1366,0,0.0,videos/observation.images.image/chunk-000/file-029.mp4,493.49999999999994,dd57f4cd84b9758ae5215fe28db3700566bf868b1bbed7daa26822920f2eaae9,videos/observation.images.image2/chunk-000/file-029.mp4,493.49999999999994,242d54bfcfa3de1a66f4bbf835f647ce5c2d7384dda7917db241bb14d54e7f4c
53,validation,3,35,1366,31,3.0999999046325684,videos/observation.images.image/chunk-000/file-029.mp4,496.5999999046325,e1863702d2fe4a8aabd27124c071ab0a811ad10aab33069da917ecdc961e9f7b,videos/observation.images.image2/chunk-000/file-029.mp4,496.5999999046325,d0c0f82d9d921788d3956d9230d53839fa3f3bf83fcd2fcc8819db994999c81e
54,validation,3,35,1366,62,6.199999809265137,videos/observation.images.image/chunk-000/file-029.mp4,499.6999998092651,6f2812c42e6945814eafc35b8ceeffbd59bb1e954a80d4af9d01679e8d3033e5,videos/observation.images.image2/chunk-000/file-029.mp4,499.6999998092651,e75b40bbad794de509d7132b8305c8b4cc3e748c69eaa1ecd7dbbccb9c9e61cd
55,validation,3,35,1366,93,9.300000190734863,videos/observation.images.image/chunk-000/file-029.mp4,502.8000001907348,70d8597fd2f6df386d14d9c345635a48015ecd8c26f44ef5bbeb0a296cc53bf1,videos/observation.images.image2/chunk-000/file-029.mp4,502.8000001907348,591d8577b2b04ad5fc13e4f50e51c420416fb45a5ac0d951dc3705640f24899f
56,validation,4,31,1263,0,0.0,videos/observation.images.image/chunk-000/file-027.mp4,498.8,29c3c61712fd51af396c7a18fd912c4051ec84cd6c8adeb4ec348e00d70f6655,videos/observation.images.image2/chunk-000/file-027.mp4,498.8,0db04c26f3ffe4a4ff2132297d131e65b67f209a9de1078bf578d38963e396ec
57,validation,4,31,1263,42,4.199999809265137,videos/observation.images.image/chunk-000/file-027.mp4,502.99999980926515,cd5d7fddd7a09c67fefbdc315a108d40d3bd2b98edbc2ecde4fe727e68bda8ea,videos/observation.images.image2/chunk-000/file-027.mp4,502.99999980926515,2a655eb7f867241cadc95ba22bb88b01ad9cf02ea20dc7403a235a0b80b8b0e6
58,validation,4,31,1263,84,8.399999618530273,videos/observation.images.image/chunk-000/file-027.mp4,507.1999996185303,382f6807fe8274a5ef4f0037935a62f035ecec34a82758ce011d3b81f62a4c8c,videos/observation.images.image2/chunk-000/file-027.mp4,507.1999996185303,0724176a1cf7251d2bdc7c4c80378155b0778b9d2c237f7fdf49732282c01008
59,validation,4,31,1263,126,12.600000381469727,videos/observation.images.image/chunk-000/file-027.mp4,511.40000038146974,55e47551e3bffa027fff1be762adac738d5ed8253f2898297f3ffde0d9990435,videos/observation.images.image2/chunk-000/file-027.mp4,511.40000038146974,239588b8c881a45f14c067f5879058219fc51459c95070fd9b42cd3fbb8cd871
60,validation,5,32,1469,0,0.0,videos/observation.images.image/chunk-000/file-031.mp4,502.3,f52260ce2724164f40c3f7d88998f68dee7be893ad210b1a9bb0665015fc52c6,videos/observation.images.image2/chunk-000/file-031.mp4,502.3,9440c4dafab696099ff7e4c8c81fbc77e647b02eeafd265895e41fce199c33d5
61,validation,5,32,1469,45,4.5,videos/observation.images.image/chunk-000/file-031.mp4,506.8,bf2d98fd3f25b95e52888415b4869780b6e96871f298ca7e74c023db45405ceb,videos/observation.images.image2/chunk-000/file-031.mp4,506.8,1ac38bc181027e80d68da45584bfa55e12fc5db17dec0d77b9e97fc7388fe2cc
62,validation,5,32,1469,91,9.100000381469727,videos/observation.images.image/chunk-000/file-031.mp4,511.40000038146974,dc9d25e8b5d202d9671677b0a39368625a6ae7806fd9547a6aa584bf26411443,videos/observation.images.image2/chunk-000/file-031.mp4,511.40000038146974,18bd3af5c83cf4a01ee9529de87fff4e3ca6997f515fe1842f8b324bcbac4e3b
63,validation,5,32,1469,136,13.600000381469727,videos/observation.images.image/chunk-000/file-031.mp4,515.9000003814697,6a9610ce0b6ea76e512640595ff83134ded970f6668ee051104a22929e61efd5,videos/observation.images.image2/chunk-000/file-031.mp4,515.9000003814697,16c36949f4455215ee620335c0ccd1125424459428775316d0e31032fc23de14
64,validation,6,30,1612,0,0.0,videos/observation.images.image/chunk-000/file-034.mp4,408.99999999999994,1157b0ba3c8363749a88aabad6d124c881c7ba842853f16d3968e384c1487fdf,videos/observation.images.image2/chunk-000/file-034.mp4,408.99999999999994,9c0b4d67e49b174cc950180bfc5165e35da479e406b1aad56aab5733510eeeaf
65,validation,6,30,1612,41,4.099999904632568,videos/observation.images.image/chunk-000/file-034.mp4,413.0999999046325,1325f4527008cb6134e873fc87dd19aeff8689a1fe5d5f2985a9ea04fdaf4bdd,videos/observation.images.image2/chunk-000/file-034.mp4,413.0999999046325,e6708b8c910ab7b9e18f017bbf2d9b934d42f3f5523375f618a8aca091f8c2e4
66,validation,6,30,1612,82,8.199999809265137,videos/observation.images.image/chunk-000/file-034.mp4,417.1999998092651,a3af41c1f065ec8cbf03fb559c0a5e77b20236be5b00f4e2a550a52b2e49e2fc,videos/observation.images.image2/chunk-000/file-034.mp4,417.1999998092651,50f168aaa6d79e4eb8343332f6b98571d45e03a4f52990e342325f194b6d63c7
67,validation,6,30,1612,123,12.300000190734863,videos/observation.images.image/chunk-000/file-034.mp4,421.3000001907348,f3a7605728222dff0f5f077f4b8a7ebebbe83a61afb2ec9a1e6af5655aebfcf6,videos/observation.images.image2/chunk-000/file-034.mp4,421.3000001907348,bc1df50085ba8f84619a1b3fa5bace091afef18f748aad790d473522f9f62946
68,validation,7,33,1269,0,0.0,videos/observation.images.image/chunk-000/file-027.mp4,569.1,bf1f4668165e8445a99f99ec339fccd2b0d3c75d52fcb5c205a8a9b1eab69cac,videos/observation.images.image2/chunk-000/file-027.mp4,569.1,c256e343cee3f9f046ece0521c6db2a834e7278244c6f28d1cc9d3fb213b2e74
69,validation,7,33,1269,46,4.599999904632568,videos/observation.images.image/chunk-000/file-027.mp4,573.6999999046326,1479ebd9b660387316b71780c4a219d05d8aa08812e5fbe8c49f8cb572f10b3d,videos/observation.images.image2/chunk-000/file-027.mp4,573.6999999046326,ad883c29b5d28d1d1c119aebb4a47f98501829594fefea185f529895ce84b329
70,validation,7,33,1269,92,9.199999809265137,videos/observation.images.image/chunk-000/file-027.mp4,578.2999998092652,550668f5d171cf787653b54ad3c4083c232cdf5a6737419fb8c97764f4d97518,videos/observation.images.image2/chunk-000/file-027.mp4,578.2999998092652,c16025d633b5530523d12f724adeaa86e7c5356795396b7e68715a29edb1538c
71,validation,7,33,1269,138,13.800000190734863,videos/observation.images.image/chunk-000/file-027.mp4,582.9000001907349,68380646c914386e6bc89f1f8bb19d924fbbced115460c240b6b235f71803e78,videos/observation.images.image2/chunk-000/file-027.mp4,582.9000001907349,d508199e15e73f84aca169604ea757ff790cd87e7bfc8fb664e99ddf99e7582a
72,validation,8,36,1307,0,0.0,videos/observation.images.image/chunk-000/file-028.mp4,358.0,afb89b91a6b2273ea6dca16ad3c18f1c2d92f1ce6c225f5c85e9672e2dd0f79b,videos/observation.images.image2/chunk-000/file-028.mp4,358.0,5a818e1accc3ac32ada7817dc7680f6a7a248f17547285142993be6991cff1da
73,validation,8,36,1307,46,4.599999904632568,videos/observation.images.image/chunk-000/file-028.mp4,362.59999990463257,8cad4ac465076013632f2cff8c29d1d39dc075d44201d978457e4b15f3e647b8,videos/observation.images.image2/chunk-000/file-028.mp4,362.59999990463257,3e29f54b5cc6ac955a970430ad2f115d5d6a97631b6f5ebe6b42473bcef92db9
74,validation,8,36,1307,91,9.100000381469727,videos/observation.images.image/chunk-000/file-028.mp4,367.1000003814697,54474948dffd448000c452b1b4f28bc6fe00a8ed4a503393d2a7985e720f8c92,videos/observation.images.image2/chunk-000/file-028.mp4,367.1000003814697,66f9dd5072e821ba9ad1286240e181316ea035ec227dcfe2a7d2ae180cc47cf0
75,validation,8,36,1307,137,13.699999809265137,videos/observation.images.image/chunk-000/file-028.mp4,371.69999980926514,920353a47c68375c92331e55977ff356c53918cd11b6140d473575cbe20eb3a0,videos/observation.images.image2/chunk-000/file-028.mp4,371.69999980926514,12760bae9ddb0aaa20b1627efc46f5c752265f9e4eff51765366f107d0485603
76,validation,9,39,1435,0,0.0,videos/observation.images.image/chunk-000/file-031.mp4,94.4,577d788fb569f01dc837fcc3ae94aa5cc0dae4264c10a5d36f569df10e7dbbce,videos/observation.images.image2/chunk-000/file-031.mp4,94.4,39b4ba1c6b1e04d81d25ea2b7d1a1dcd643334930fcc654b819a3620ead52a93
77,validation,9,39,1435,47,4.699999809265137,videos/observation.images.image/chunk-000/file-031.mp4,99.09999980926514,0930b1212dbcf7d7878a4ea34eb773bffd7db325b216b7227d4e008b3c89cf9f,videos/observation.images.image2/chunk-000/file-031.mp4,99.09999980926514,c7679d0afc89b65795032e6cfc795cba3b2b17ef64d80f3e9ca903fa673786e6
78,validation,9,39,1435,94,9.399999618530273,videos/observation.images.image/chunk-000/file-031.mp4,103.79999961853028,56be1a8baab77f03346e8d2093d4099e01bc49a6066f76aec25ba911f874444d,videos/observation.images.image2/chunk-000/file-031.mp4,103.79999961853028,5e4175f1ae7b64afb423c6a271e149d92dabfb47a53534353c3eb9a297508464
79,validation,9,39,1435,141,14.100000381469727,videos/observation.images.image/chunk-000/file-031.mp4,108.50000038146973,bf6b370eaa9e775f0e13792d185d3429d72c694b454825df8395d9f30ca881c7,videos/observation.images.image2/chunk-000/file-031.mp4,108.50000038146973,347b06ae4cdab308717fe714005b2d8e5ea15dc6737af2d6776d356d31c58920
